,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,id,question,answer,encoded
96,96,96,96,96,YACA8.mp4,How many times did the Person looking_at the clothes?,3,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 22,  0]) 9]"
97,97,97,97,97,SY5QP.mp4,How many times did the Person looking_at the food?,5,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
98,98,98,98,98,OVFVJ.mp4,How many times did the Person looking_at the blanket?,6,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 12,  0]) 9]"
99,99,99,99,99,ZB5J4.mp4,How many times did the Person looking_at the food?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
100,100,100,100,100,OGX19.mp4,How many times did the Person looking_at the chair?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 28,  0]) 9]"
101,101,101,101,101,Y80PJ.mp4,How many times did the Person looking_at the food?,7,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
102,102,102,102,102,NO1GJ.mp4,How many times did the Person looking_at the towel?,6,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 20,  0]) 9]"
103,103,103,103,103,WX711.mp4,How many times did the Person looking_at the sofa/couch?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 14,  0]) 9]"
104,104,104,104,104,PTAZ9.mp4,How many times did the Person looking_at the food?,3,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
105,105,105,105,105,MPN7K.mp4,How many times did the Person looking_at the sofa/couch?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 14,  0]) 9]"
106,106,106,106,106,YLEEO.mp4,How many times did the Person looking_at the food?,2,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
107,107,107,107,107,PBEUF.mp4,How many times did the Person looking_at the table?,0,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
108,108,108,108,108,T42IZ.mp4,How many times did the Person looking_at the food?,4,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
109,109,109,109,109,VXZBA.mp4,How many times did the Person looking_at the sofa/couch?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 14,  0]) 9]"
110,110,110,110,110,UEVVN.mp4,How many times did the Person looking_at the doorknob?,1,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 23,  0]) 9]"
111,111,111,111,111,RPY8D.mp4,How many times did the Person looking_at the sofa/couch?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 14,  0]) 9]"
112,112,112,112,112,PXY5Q.mp4,How many times did the Person looking_at the table?,0,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
113,113,113,113,113,V6H2O.mp4,How many times did the Person looking_at the doorway?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 18,  0]) 9]"
114,114,114,114,114,QD1U7.mp4,How many times did the Person looking_at the table?,2,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
115,115,115,115,115,RGNQD.mp4,How many times did the Person looking_at the food?,2,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
116,116,116,116,116,U08M9.mp4,How many times did the Person looking_at the closet/cabinet?,2,"[array([2, 3, 4, 5, 1, 6, 7, 1, 8, 0]) 9]"
117,117,117,117,117,ZF7YA.mp4,How many times did the Person looking_at the doorknob?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 23,  0]) 9]"
118,118,118,118,118,X817Z.mp4,How many times did the Person looking_at the food?,7,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
119,119,119,119,119,PZ0ND.mp4,How many times did the Person looking_at the clothes?,3,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 22,  0]) 9]"
120,120,120,120,120,SB8G0.mp4,How many times did the Person looking_at the food?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
121,121,121,121,121,QZZPS.mp4,How many times did the Person looking_at the food?,3,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
122,122,122,122,122,QMIKJ.mp4,How many times did the Person looking_at the table?,1,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
123,123,123,123,123,NACLT.mp4,How many times did the Person looking_at the doorway?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 18,  0]) 9]"
124,124,124,124,124,U7AAB.mp4,How many times did the Person looking_at the table?,0,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
125,125,125,125,125,OPMF7.mp4,How many times did the Person looking_at the clothes?,1,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 22,  0]) 9]"
126,126,126,126,126,SR8IK.mp4,How many times did the Person looking_at the table?,0,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
127,127,127,127,127,TR652.mp4,How many times did the Person looking_at the blanket?,5,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 12,  0]) 9]"
128,128,128,128,128,WZDXS.mp4,How many times did the Person looking_at the food?,4,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
129,129,129,129,129,OQSXX.mp4,How many times did the Person looking_at the sofa/couch?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 14,  0]) 9]"
130,130,130,130,130,N86ED.mp4,How many times did the Person looking_at the food?,6,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
131,131,131,131,131,TTVN5.mp4,How many times did the Person looking_at the sofa/couch?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 14,  0]) 9]"
132,132,132,132,132,REMG0.mp4,How many times did the Person looking_at the mirror?,1,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 29,  0]) 9]"
133,133,133,133,133,POACA.mp4,How many times did the Person looking_at the sofa/couch?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 14,  0]) 9]"
134,134,134,134,134,PSAVM.mp4,How many times did the Person looking_at the clothes?,1,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 22,  0]) 9]"
135,135,135,135,135,RPXAC.mp4,How many times did the Person looking_at the clothes?,4,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 22,  0]) 9]"
136,136,136,136,136,UO4X0.mp4,How many times did the Person looking_at the pillow?,3,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 13,  0]) 9]"
137,137,137,137,137,RUKXT.mp4,How many times did the Person looking_at the floor?,3,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 19,  0]) 9]"
138,138,138,138,138,WTIQ3.mp4,How many times did the Person looking_at the groceries?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 27,  0]) 9]"
139,139,139,139,139,SLHDI.mp4,How many times did the Person looking_at the groceries?,3,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 27,  0]) 9]"
140,140,140,140,140,WZZPC.mp4,How many times did the Person looking_at the doorway?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 18,  0]) 9]"
141,141,141,141,141,PC92A.mp4,How many times did the Person looking_at the table?,0,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
142,142,142,142,142,OB660.mp4,How many times did the Person looking_at the table?,0,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
143,143,143,143,143,T7ST5.mp4,How many times did the Person looking_at the food?,4,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
144,144,144,144,144,SLT0S.mp4,How many times did the Person looking_at the chair?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 28,  0]) 9]"
145,145,145,145,145,NL9AW.mp4,How many times did the Person looking_at the food?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
146,146,146,146,146,Y1HGC.mp4,How many times did the Person looking_at the doorway?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 18,  0]) 9]"
147,147,147,147,147,T5SI3.mp4,How many times did the Person looking_at the table?,1,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
148,148,148,148,148,X8JVY.mp4,How many times did the Person looking_at the food?,9,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
149,149,149,149,149,TDAY1.mp4,How many times did the Person looking_at the broom?,3,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 16,  0]) 9]"
150,150,150,150,150,UE638.mp4,How many times did the Person looking_at the food?,1,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
151,151,151,151,151,ULD0T.mp4,How many times did the Person looking_at the doorway?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 18,  0]) 9]"
152,152,152,152,152,TIWRY.mp4,How many times did the Person looking_at the food?,5,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
153,153,153,153,153,Z5URX.mp4,How many times did the Person looking_at the food?,14,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
154,154,154,154,154,W292V.mp4,How many times did the Person looking_at the table?,0,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
155,155,155,155,155,MRZ44.mp4,How many times did the Person looking_at the food?,4,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
156,156,156,156,156,W0XPU.mp4,How many times did the Person looking_at the food?,9,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
157,157,157,157,157,VXJS4.mp4,How many times did the Person looking_at the doorway?,0,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 18,  0]) 9]"
158,158,158,158,158,VF49P.mp4,How many times did the Person looking_at the pillow?,1,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 13,  0]) 9]"
159,159,159,159,159,O1PD3.mp4,How many times did the Person looking_at the clothes?,2,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 22,  0]) 9]"
160,160,160,160,160,YQ2M5.mp4,How many times did the Person looking_at the floor?,1,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 19,  0]) 9]"
161,161,161,161,161,YWS08.mp4,How many times did the Person looking_at the shoe?,1,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 30,  0]) 9]"
162,162,162,162,162,V0WK7.mp4,How many times did the Person looking_at the clothes?,3,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 22,  0]) 9]"
163,163,163,163,163,YYLKT.mp4,How many times did the Person looking_at the food?,9,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
164,164,164,164,164,R5B50.mp4,How many times did the Person looking_at the clothes?,4,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 22,  0]) 9]"
165,165,165,165,165,P8G2P.mp4,How many times did the Person looking_at the paper/notebook?,5,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 24,  0]) 9]"
166,166,166,166,166,VHD24.mp4,How many times did the Person looking_at the food?,6,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
167,167,167,167,167,YE6TZ.mp4,How many times did the Person looking_at the closet/cabinet?,3,"[array([2, 3, 4, 5, 1, 6, 7, 1, 8, 0]) 9]"
168,168,168,168,168,UQJ5W.mp4,How many times did the Person looking_at the food?,3,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
169,169,169,169,169,SBI6Z.mp4,How many times did the Person looking_at the table?,0,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
170,170,170,170,170,TCJWE.mp4,How many times did the Person looking_at the food?,4,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
171,171,171,171,171,N1E7A.mp4,How many times did the Person looking_at the food?,8,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 11,  0]) 9]"
172,172,172,172,172,RON2M.mp4,How many times did the Person looking_at the closet/cabinet?,3,"[array([2, 3, 4, 5, 1, 6, 7, 1, 8, 0]) 9]"
173,173,173,173,173,SZVCR.mp4,How many times did the Person looking_at the mirror?,1,"[array([ 2,  3,  4,  5,  1,  6,  7,  1, 29,  0]) 9]"
174,174,174,174,174,XSVLL.mp4,How many times did the Person looking_at the table?,0,"[array([2, 3, 4, 5, 1, 6, 7, 1, 9, 0]) 9]"
